airline_name,date_of_journey,month,month_name,day_of_week,is_weekend,Source,destination,route,Origin,Stop_1,Stop_2,Stop3,Total_stops,dep_time,Arrival_time,Duration,Duration_mins,Route_Type,Additional_info,Price,Price_Per_Min
TruJet,03-01-2023,1,January,Tuesday,No,Surat,Lucknow,SUR-JAI-LUC,SUR,JAI,LUC,,1 stop,20:03,09:54,8h 15min,495,Domestic_Long,Business class available,5008,10.12
GoAir,27-01-2022,1,January,Thursday,Yes,Guwahati,Bangalore,GUW-BAN,GUW,BAN,,,non-stop,10:14,15:50,5h 30min,330,Domestic_Long,Extra baggage allowed,3054,9.25
SpiceJet,15-12-2022,12,December,Thursday,Yes,Raipur,Lucknow,RAI-LUC,RAI,LUC,,,non-stop,04:11,12:46,9h 0min,540,Domestic_Long,Extra baggage allowed,5921,10.96
TruJet,02-02-2024,2,February,Friday,No,Pune,Kolkata,PUN-COC-KOL,PUN,COC,KOL,,1 stop,14:30,09:08,10h 30min,630,Domestic_Long,WiFi available,10790,17.13
SpiceJet,02-03-2024,3,March,Saturday,No,Lucknow,Pune,LUC-GUW-RAI-PUN,LUC,GUW,RAI,PUN,2 stops,18:07,01:53,5h 15min,315,Domestic_Long,Red-eye flight,8942,28.39
Vistara,18-03-2019,3,March,Monday,No,Nagpur,Bhubaneswar,NAG-KOL-IND-PUN-BHU,NAG,KOL,IND,PUN,3 stops,00:28,00:56,2h 45min,165,Domestic_Long,In-flight meal not included,15485,93.85
SpiceJet,27-11-2025,11,November,Thursday,No,Kolkata,Mumbai,KOL-MUM,KOL,MUM,,,non-stop,05:41,12:23,13h 30min,810,Domestic_Long,WiFi available,6709,8.28
AirAsia India,03-03-2020,3,March,Tuesday,No,Bangalore,Kolkata,BAN-GUW-AHM-PAT-KOL,BAN,GUW,AHM,PAT,3 stops,10:49,09:24,7h 15min,435,Domestic_Long,1 Long layover,15675,36.03
Akasa Air,23-12-2020,12,December,Wednesday,Yes,Cochin,Guwahati,COC-PUN-GUW,COC,PUN,GUW,,1 stop,01:46,09:49,14h 15min,855,Domestic_Long,1 Long layover,8634,10.1
Alliance Air,18-06-2025,6,June,Wednesday,Yes,Nagpur,Hyderabad,NAG-HYD,NAG,HYD,,,non-stop,23:32,14:30,7h 45min,465,Domestic_Long,Limited seats,3098,6.66
Akasa Air,06-12-2025,12,December,Saturday,No,Bhubaneswar,Bangalore,BHU-LUC-RAI-SUR-BAN,BHU,LUC,RAI,SUR,3 stops,00:13,22:50,5h 15min,315,Domestic_Long,1 Long layover,11048,35.07
Akasa Air,27-07-2019,7,July,Saturday,No,Hyderabad,Jaipur,HYD-DEL-CHE-NAG-JAI,HYD,DEL,CHE,NAG,3 stops,15:29,09:51,11h 30min,690,Domestic_Long,In-flight meal not included,11651,16.89
AirAsia India,03-07-2022,7,July,Sunday,No,Hyderabad,Surat,HYD-DEL-MUM-SUR,HYD,DEL,MUM,SUR,2 stops,14:40,22:30,11h 30min,690,Domestic_Long,1 Long layover,10367,15.02
SpiceJet,11-08-2025,8,August,Monday,No,Pune,Mumbai,PUN-HYD-MUM,PUN,HYD,MUM,,1 stop,01:22,16:21,1h 30min,90,Domestic_Short,New aircraft,6861,76.23
TruJet,03-05-2019,5,May,Friday,No,Jaipur,Raipur,JAI-SUR-LUC-RAI,JAI,SUR,LUC,RAI,2 stops,12:28,00:33,11h 0min,660,Domestic_Long,Extra baggage allowed,11970,18.14
Air India,25-09-2025,9,September,Thursday,Yes,Chennai,Pune,CHE-PUN,CHE,PUN,,,non-stop,23:29,07:42,14h 30min,870,Domestic_Long,Business class available,4323,4.97
Vistara,15-08-2023,8,August,Tuesday,Yes,Pune,Lucknow,PUN-LUC,PUN,LUC,,,non-stop,09:55,17:31,15h 45min,945,Domestic_Long,WiFi available,2720,2.88
IndiGo,21-09-2022,9,September,Wednesday,No,Delhi,Guwahati,DEL-VAR-GUW,DEL,VAR,GUW,,1 stop,21:10,00:22,2h 45min,165,Domestic_Long,New aircraft,4571,27.7
Star Air,02-12-2023,12,December,Saturday,No,Goa,Patna,GOA-PAT,GOA,PAT,,,non-stop,16:56,10:16,15h 15min,915,Domestic_Long,New aircraft,3287,3.59
IndiGo,03-07-2023,7,July,Monday,No,Jaipur,Goa,JAI-AHM-GOA,JAI,AHM,GOA,,1 stop,08:31,17:04,1h 0min,60,Domestic_Short,In-flight meal not included,6449,107.48
Akasa Air,14-12-2021,12,December,Tuesday,No,Mumbai,Goa,MUM-PAT-GOA,MUM,PAT,GOA,,1 stop,15:23,19:03,8h 45min,525,Domestic_Long,Extra baggage allowed,11955,22.77
Air India,10-07-2023,7,July,Monday,No,Nagpur,Raipur,NAG-RAI,NAG,RAI,,,non-stop,07:51,00:59,15h 0min,900,Domestic_Long,WiFi available,6690,7.43
GoAir,09-02-2020,2,February,Sunday,Yes,Nagpur,Bangalore,NAG-BAN,NAG,BAN,,,non-stop,23:22,01:02,12h 0min,720,Domestic_Long,In-flight meal not included,10249,14.23
Star Air,23-06-2025,6,June,Monday,Yes,Indore,Guwahati,IND-GUW,IND,GUW,,,non-stop,13:47,19:07,3h 30min,210,Domestic_Long,Business class available,6517,31.03
IndiGo,09-07-2024,7,July,Tuesday,No,Varanasi,Pune,VAR-HYD-CHE-PUN,VAR,HYD,CHE,PUN,2 stops,02:10,11:56,14h 30min,870,Domestic_Long,New aircraft,10396,11.95
Air India,18-10-2020,10,October,Sunday,No,Indore,Kolkata,IND-BHU-RAI-JAI-KOL,IND,BHU,RAI,JAI,3 stops,00:58,17:35,4h 0min,240,Domestic_Long,Extra baggage allowed,10660,44.42
Akasa Air,04-10-2023,10,October,Wednesday,No,Pune,Indore,PUN-CHE-IND,PUN,CHE,IND,,1 stop,16:46,22:02,8h 30min,510,Domestic_Long,Red-eye flight,5785,11.34
Alliance Air,20-02-2021,2,February,Saturday,No,Raipur,Chennai,RAI-LUC-CHE,RAI,LUC,CHE,,1 stop,07:42,11:43,1h 15min,75,Domestic_Short,No info,10309,137.45
Air India,09-03-2023,3,March,Thursday,No,Varanasi,Bhubaneswar,VAR-RAI-BHU,VAR,RAI,BHU,,1 stop,18:22,05:26,2h 30min,150,Domestic_Long,WiFi available,11531,76.87
AirAsia India,28-06-2023,6,June,Wednesday,Yes,Lucknow,Bangalore,LUC-BAN,LUC,BAN,,,non-stop,11:31,09:35,13h 0min,780,Domestic_Long,Red-eye flight,11359,14.56
Air India,26-04-2024,4,April,Friday,Yes,Indore,Bhubaneswar,IND-SUR-PUN-BHU,IND,SUR,PUN,BHU,2 stops,06:50,03:42,13h 30min,810,Domestic_Long,In-flight meal not included,10309,12.73
Alliance Air,08-05-2021,5,May,Saturday,No,Ahmedabad,Guwahati,AHM-GOA-VAR-HYD-GUW,AHM,GOA,VAR,HYD,3 stops,23:46,02:40,6h 45min,405,Domestic_Long,In-flight meal not included,14041,34.67
IndiGo,07-06-2023,6,June,Wednesday,No,Surat,Cochin,SUR-COC,SUR,COC,,,non-stop,06:00,19:41,8h 15min,495,Domestic_Long,WiFi available,11844,23.93
Air India,27-09-2025,9,September,Saturday,No,Bhubaneswar,Indore,BHU-PAT-JAI-CHE-IND,BHU,PAT,JAI,CHE,3 stops,01:38,03:45,1h 0min,60,Domestic_Short,Extra baggage allowed,7487,124.78
Air India,13-02-2019,2,February,Wednesday,No,Raipur,Surat,RAI-JAI-SUR,RAI,JAI,SUR,,1 stop,05:40,06:59,4h 15min,255,Domestic_Long,1 Long layover,9135,35.82
Air India,27-05-2023,5,May,Saturday,No,Surat,Indore,SUR-MUM-JAI-CHE-IND,SUR,MUM,JAI,CHE,3 stops,00:28,17:40,12h 15min,735,Domestic_Long,In-flight meal not included,12179,16.57
Star Air,15-12-2023,12,December,Friday,Yes,Surat,Nagpur,SUR-NAG,SUR,NAG,,,non-stop,06:37,11:05,15h 30min,930,Domestic_Long,Limited seats,3402,3.66
IndiGo,12-02-2023,2,February,Sunday,Yes,Cochin,Nagpur,COC-GOA-NAG,COC,GOA,NAG,,1 stop,08:03,23:55,2h 45min,165,Domestic_Long,WiFi available,8985,54.45
Vistara,07-05-2022,5,May,Saturday,No,Nagpur,Goa,NAG-GOA,NAG,GOA,,,non-stop,22:19,14:27,1h 45min,105,Domestic_Short,No info,5338,50.84
AirAsia India,07-03-2025,3,March,Friday,No,Nagpur,Goa,NAG-AHM-GOA,NAG,AHM,GOA,,1 stop,13:59,00:08,3h 15min,195,Domestic_Long,Business class available,9390,48.15
TruJet,26-10-2025,10,October,Sunday,No,Chennai,Cochin,CHE-KOL-PUN-RAI-COC,CHE,KOL,PUN,RAI,3 stops,16:01,07:56,8h 0min,480,Domestic_Long,Extra baggage allowed,10391,21.65
IndiGo,09-10-2022,10,October,Sunday,No,Ahmedabad,Chennai,AHM-PUN-NAG-CHE,AHM,PUN,NAG,CHE,2 stops,08:29,01:30,11h 0min,660,Domestic_Long,Red-eye flight,9487,14.37
TruJet,22-10-2025,10,October,Wednesday,No,Guwahati,Cochin,GUW-CHE-PUN-MUM-COC,GUW,CHE,PUN,MUM,3 stops,00:20,03:49,11h 0min,660,Domestic_Long,Business class available,10434,15.81
TruJet,03-06-2025,6,June,Tuesday,Yes,Bhubaneswar,Ahmedabad,BHU-KOL-AHM,BHU,KOL,AHM,,1 stop,08:51,09:27,10h 15min,615,Domestic_Long,In-flight meal not included,6144,9.99
Alliance Air,27-07-2023,7,July,Thursday,Yes,Delhi,Surat,DEL-SUR,DEL,SUR,,,non-stop,10:27,19:38,12h 30min,750,Domestic_Long,Limited seats,5395,7.19
Star Air,06-09-2023,9,September,Wednesday,No,Hyderabad,Bangalore,HYD-PAT-GOA-CHE-BAN,HYD,PAT,GOA,CHE,3 stops,17:37,03:10,9h 15min,555,Domestic_Long,Red-eye flight,10440,18.81
SpiceJet,08-04-2019,4,April,Monday,No,Chennai,Lucknow,CHE-LUC,CHE,LUC,,,non-stop,20:54,17:31,1h 30min,90,Domestic_Short,In-flight meal not included,8907,98.97
GoAir,03-04-2022,4,April,Sunday,No,Goa,Hyderabad,GOA-HYD,GOA,HYD,,,non-stop,01:59,21:38,2h 0min,120,Domestic_Long,New aircraft,6681,55.68
SpiceJet,14-07-2019,7,July,Sunday,No,Bhubaneswar,Chennai,BHU-CHE,BHU,CHE,,,non-stop,11:53,08:31,4h 0min,240,Domestic_Long,Extra baggage allowed,10563,44.01
Vistara,19-11-2022,11,November,Saturday,No,Lucknow,Nagpur,LUC-KOL-NAG,LUC,KOL,NAG,,1 stop,12:01,21:21,11h 30min,690,Domestic_Long,Red-eye flight,12211,17.7
Air India,08-10-2019,10,October,Tuesday,Yes,Patna,Delhi,PAT-DEL,PAT,DEL,,,non-stop,15:13,12:26,3h 15min,195,Domestic_Long,New aircraft,11701,60.01
Star Air,12-12-2021,12,December,Sunday,Yes,Mumbai,Cochin,MUM-COC,MUM,COC,,,non-stop,20:06,01:19,1h 30min,90,Domestic_Short,1 Long layover,5888,65.42
Vistara,23-01-2021,1,January,Saturday,No,Chennai,Mumbai,CHE-LUC-GOA-MUM,CHE,LUC,GOA,MUM,2 stops,17:38,10:42,14h 45min,885,Domestic_Long,No info,14803,16.73
Air India,03-04-2025,4,April,Thursday,No,Hyderabad,Jaipur,HYD-JAI,HYD,JAI,,,non-stop,01:00,04:52,13h 45min,825,Domestic_Long,WiFi available,3860,4.68
GoAir,21-01-2023,1,January,Saturday,No,Kolkata,Raipur,KOL-RAI,KOL,RAI,,,non-stop,01:05,20:07,15h 45min,945,Domestic_Long,In-flight meal not included,6742,7.13
Alliance Air,01-12-2022,12,December,Thursday,No,Lucknow,Nagpur,LUC-SUR-NAG,LUC,SUR,NAG,,1 stop,18:21,16:26,7h 0min,420,Domestic_Long,In-flight meal not included,5231,12.45
Alliance Air,21-11-2020,11,November,Saturday,No,Patna,Lucknow,PAT-CHE-LUC,PAT,CHE,LUC,,1 stop,08:21,01:14,3h 45min,225,Domestic_Long,Red-eye flight,11582,51.48
IndiGo,12-07-2019,7,July,Friday,Yes,Kolkata,Bangalore,KOL-SUR-NAG-BAN,KOL,SUR,NAG,BAN,2 stops,00:48,06:50,11h 45min,705,Domestic_Long,In-flight meal not included,13374,18.97
Alliance Air,20-07-2022,7,July,Wednesday,Yes,Kolkata,Jaipur,KOL-JAI,KOL,JAI,,,non-stop,07:41,03:14,11h 30min,690,Domestic_Long,WiFi available,4614,6.69
TruJet,26-08-2022,8,August,Friday,No,Lucknow,Cochin,LUC-IND-BAN-COC,LUC,IND,BAN,COC,2 stops,00:03,22:32,1h 0min,60,Domestic_Short,Red-eye flight,12199,203.32
TruJet,12-09-2019,9,September,Thursday,No,Kolkata,Guwahati,KOL-BAN-BHU-NAG-GUW,KOL,BAN,BHU,NAG,3 stops,19:02,09:00,4h 15min,255,Domestic_Long,Extra baggage allowed,7177,28.15
Star Air,19-02-2024,2,February,Monday,No,Pune,Delhi,PUN-GUW-DEL,PUN,GUW,DEL,,1 stop,05:22,14:08,2h 0min,120,Domestic_Long,1 Long layover,12514,104.28
TruJet,11-02-2023,2,February,Saturday,No,Pune,Bangalore,PUN-COC-IND-GUW-BAN,PUN,COC,IND,GUW,3 stops,00:14,10:14,12h 30min,750,Domestic_Long,Business class available,13447,17.93
GoAir,24-07-2022,7,July,Sunday,No,Pune,Ahmedabad,PUN-GOA-LUC-SUR-AHM,PUN,GOA,LUC,SUR,3 stops,08:24,13:49,8h 45min,525,Domestic_Long,1 Long layover,10595,20.18
AirAsia India,19-04-2019,4,April,Friday,Yes,Ahmedabad,Cochin,AHM-HYD-PAT-COC,AHM,HYD,PAT,COC,2 stops,07:00,07:57,3h 45min,225,Domestic_Long,Extra baggage allowed,13792,61.3
Akasa Air,21-08-2021,8,August,Saturday,Yes,Pune,Jaipur,PUN-VAR-AHM-PAT-JAI,PUN,VAR,AHM,PAT,3 stops,14:56,16:21,14h 0min,840,Domestic_Long,Extra baggage allowed,16754,19.95
Air India,16-07-2020,7,July,Thursday,No,Ahmedabad,Cochin,AHM-GUW-SUR-MUM-COC,AHM,GUW,SUR,MUM,3 stops,04:11,14:05,3h 15min,195,Domestic_Long,Extra baggage allowed,7869,40.35
SpiceJet,12-12-2023,12,December,Tuesday,No,Goa,Raipur,GOA-LUC-RAI,GOA,LUC,RAI,,1 stop,11:49,21:06,8h 30min,510,Domestic_Long,Red-eye flight,3988,7.82
GoAir,21-12-2023,12,December,Thursday,No,Delhi,Bangalore,DEL-VAR-AHM-BAN,DEL,VAR,AHM,BAN,2 stops,10:48,10:24,3h 30min,210,Domestic_Long,Red-eye flight,8957,42.65
Star Air,27-01-2019,1,January,Sunday,No,Cochin,Goa,COC-GOA,COC,GOA,,,non-stop,09:52,23:21,2h 30min,150,Domestic_Long,No info,7787,51.91
Akasa Air,12-09-2022,9,September,Monday,No,Hyderabad,Bhubaneswar,HYD-NAG-BHU,HYD,NAG,BHU,,1 stop,06:37,20:54,9h 30min,570,Domestic_Long,WiFi available,12249,21.49
TruJet,04-04-2019,4,April,Thursday,Yes,Raipur,Jaipur,RAI-JAI,RAI,JAI,,,non-stop,03:38,20:14,7h 30min,450,Domestic_Long,1 Long layover,11933,26.52
Air India,19-03-2021,3,March,Friday,Yes,Mumbai,Chennai,MUM-HYD-VAR-GOA-CHE,MUM,HYD,VAR,GOA,3 stops,10:22,20:28,4h 0min,240,Domestic_Long,1 Long layover,16014,66.73
Alliance Air,15-04-2021,4,April,Thursday,No,Patna,Nagpur,PAT-JAI-NAG,PAT,JAI,NAG,,1 stop,14:34,15:53,3h 45min,225,Domestic_Long,Red-eye flight,4701,20.89
Vistara,05-10-2021,10,October,Tuesday,No,Kolkata,Guwahati,KOL-GUW,KOL,GUW,,,non-stop,23:07,07:18,10h 45min,645,Domestic_Long,Business class available,7996,12.4
GoAir,18-01-2021,1,January,Monday,No,Varanasi,Patna,VAR-PUN-BAN-PAT,VAR,PUN,BAN,PAT,2 stops,04:41,15:18,15h 15min,915,Domestic_Long,No info,11486,12.55
AirAsia India,25-05-2024,5,May,Saturday,No,Mumbai,Raipur,MUM-IND-BHU-RAI,MUM,IND,BHU,RAI,2 stops,18:35,16:20,15h 0min,900,Domestic_Long,Extra baggage allowed,10052,11.17
Air India,19-03-2019,3,March,Tuesday,No,Mumbai,Bhubaneswar,MUM-PUN-PAT-BHU,MUM,PUN,PAT,BHU,2 stops,05:07,14:31,3h 15min,195,Domestic_Long,No info,6783,34.78
Vistara,02-09-2019,9,September,Monday,Yes,Raipur,Indore,RAI-MUM-AHM-IND,RAI,MUM,AHM,IND,2 stops,21:56,02:46,13h 0min,780,Domestic_Long,New aircraft,6176,7.92
Vistara,26-02-2021,2,February,Friday,Yes,Surat,Mumbai,SUR-RAI-AHM-MUM,SUR,RAI,AHM,MUM,2 stops,16:53,07:38,10h 15min,615,Domestic_Long,No info,10314,16.77
Akasa Air,20-04-2021,4,April,Tuesday,No,Cochin,Bangalore,COC-GUW-SUR-BAN,COC,GUW,SUR,BAN,2 stops,06:27,20:52,7h 15min,435,Domestic_Long,Business class available,14410,33.13
TruJet,07-02-2023,2,February,Tuesday,No,Pune,Nagpur,PUN-NAG,PUN,NAG,,,non-stop,18:59,00:08,12h 30min,750,Domestic_Long,New aircraft,8269,11.03
TruJet,14-11-2019,11,November,Thursday,No,Lucknow,Indore,LUC-IND,LUC,IND,,,non-stop,01:32,20:10,7h 0min,420,Domestic_Long,Extra baggage allowed,4859,11.57
Air India,17-09-2019,9,September,Tuesday,No,Cochin,Goa,COC-GOA,COC,GOA,,,non-stop,04:51,11:35,8h 15min,495,Domestic_Long,No info,10173,20.55
Air India,03-10-2023,10,October,Tuesday,No,Chennai,Nagpur,CHE-DEL-GOA-NAG,CHE,DEL,GOA,NAG,2 stops,04:14,17:52,3h 45min,225,Domestic_Long,New aircraft,12445,55.31
IndiGo,21-07-2023,7,July,Friday,Yes,Chennai,Pune,CHE-KOL-PAT-PUN,CHE,KOL,PAT,PUN,2 stops,10:46,01:20,5h 0min,300,Domestic_Long,Red-eye flight,11382,37.94
TruJet,07-05-2023,5,May,Sunday,Yes,Raipur,Delhi,RAI-KOL-DEL,RAI,KOL,DEL,,1 stop,02:55,15:00,15h 15min,915,Domestic_Long,Limited seats,4128,4.51
GoAir,10-10-2019,10,October,Thursday,No,Ahmedabad,Mumbai,AHM-HYD-VAR-MUM,AHM,HYD,VAR,MUM,2 stops,01:18,00:28,11h 30min,690,Domestic_Long,Red-eye flight,12805,18.56
GoAir,11-04-2021,4,April,Sunday,No,Pune,Bhubaneswar,PUN-BHU,PUN,BHU,,,non-stop,03:29,10:39,7h 45min,465,Domestic_Long,Limited seats,6236,13.41
Vistara,08-09-2022,9,September,Thursday,No,Jaipur,Varanasi,JAI-PAT-AHM-VAR,JAI,PAT,AHM,VAR,2 stops,09:00,18:46,13h 15min,795,Domestic_Long,1 Long layover,11498,14.46
Alliance Air,14-04-2024,4,April,Sunday,No,Delhi,Kolkata,DEL-IND-KOL,DEL,IND,KOL,,1 stop,05:54,18:43,8h 0min,480,Domestic_Long,1 Long layover,9533,19.86
Akasa Air,05-10-2025,10,October,Sunday,No,Ahmedabad,Surat,AHM-MUM-SUR,AHM,MUM,SUR,,1 stop,06:17,22:28,1h 0min,60,Domestic_Short,In-flight meal not included,3322,55.37
Vistara,21-01-2022,1,January,Friday,Yes,Mumbai,Ahmedabad,MUM-AHM,MUM,AHM,,,non-stop,19:30,08:41,8h 30min,510,Domestic_Long,Business class available,11258,22.07
IndiGo,06-07-2025,7,July,Sunday,Yes,Hyderabad,Bangalore,HYD-IND-COC-BAN,HYD,IND,COC,BAN,2 stops,22:38,06:24,6h 15min,375,Domestic_Long,WiFi available,6792,18.11
Air India,17-02-2022,2,February,Thursday,No,Goa,Bhubaneswar,GOA-KOL-CHE-LUC-BHU,GOA,KOL,CHE,LUC,3 stops,09:28,03:23,12h 0min,720,Domestic_Long,Extra baggage allowed,11399,15.83
Star Air,07-11-2024,11,November,Thursday,No,Varanasi,Guwahati,VAR-HYD-GUW,VAR,HYD,GUW,,1 stop,13:16,05:29,3h 45min,225,Domestic_Long,No info,6702,29.79
Vistara,28-07-2021,7,July,Wednesday,No,Guwahati,Surat,GUW-GOA-SUR,GUW,GOA,SUR,,1 stop,23:43,09:52,10h 15min,615,Domestic_Long,In-flight meal not included,9169,14.91
SpiceJet,20-06-2025,6,June,Friday,No,Jaipur,Kolkata,JAI-GOA-NAG-COC-KOL,JAI,GOA,NAG,COC,3 stops,05:46,14:15,3h 30min,210,Domestic_Long,WiFi available,11475,54.64
GoAir,18-10-2021,10,October,Monday,No,Indore,Pune,IND-COC-PUN,IND,COC,PUN,,1 stop,14:29,12:13,3h 0min,180,Domestic_Long,WiFi available,12357,68.65
GoAir,17-11-2020,11,November,Tuesday,Yes,Indore,Ahmedabad,IND-CHE-AHM,IND,CHE,AHM,,1 stop,08:59,01:34,5h 15min,315,Domestic_Long,In-flight meal not included,11606,36.84
Vistara,19-12-2021,12,December,Sunday,Yes,Goa,Delhi,GOA-SUR-NAG-GUW-DEL,GOA,SUR,NAG,GUW,3 stops,13:26,13:20,1h 0min,60,Domestic_Short,In-flight meal not included,8294,138.23
GoAir,26-12-2020,12,December,Saturday,No,Nagpur,Varanasi,NAG-PUN-KOL-VAR,NAG,PUN,KOL,VAR,2 stops,00:39,09:51,10h 45min,645,Domestic_Long,Business class available,12995,20.15
GoAir,13-12-2024,12,December,Friday,No,Goa,Bhubaneswar,GOA-COC-BHU,GOA,COC,BHU,,1 stop,03:36,02:03,11h 45min,705,Domestic_Long,Limited seats,12502,17.73
Akasa Air,20-11-2019,11,November,Wednesday,No,Delhi,Varanasi,DEL-NAG-BHU-VAR,DEL,NAG,BHU,VAR,2 stops,18:53,20:14,10h 0min,600,Domestic_Long,Red-eye flight,9637,16.06
Air India,13-05-2020,5,May,Wednesday,No,Surat,Pune,SUR-PUN,SUR,PUN,,,non-stop,23:08,00:19,7h 15min,435,Domestic_Long,WiFi available,9502,21.84
Alliance Air,18-11-2020,11,November,Wednesday,No,Mumbai,Hyderabad,MUM-HYD,MUM,HYD,,,non-stop,05:09,09:42,4h 30min,270,Domestic_Long,1 Long layover,7804,28.9
Vistara,25-02-2020,2,February,Tuesday,Yes,Lucknow,Surat,LUC-SUR,LUC,SUR,,,non-stop,18:32,17:10,3h 30min,210,Domestic_Long,Extra baggage allowed,3843,18.3
GoAir,27-10-2019,10,October,Sunday,Yes,Goa,Surat,GOA-DEL-SUR,GOA,DEL,SUR,,1 stop,19:32,04:09,13h 45min,825,Domestic_Long,WiFi available,9095,11.02
SpiceJet,03-10-2019,10,October,Thursday,No,Varanasi,Lucknow,VAR-LUC,VAR,LUC,,,non-stop,16:04,16:31,2h 45min,165,Domestic_Long,In-flight meal not included,5775,35
IndiGo,20-11-2019,11,November,Wednesday,No,Lucknow,Bhubaneswar,LUC-SUR-COC-BHU,LUC,SUR,COC,BHU,2 stops,02:00,16:32,9h 45min,585,Domestic_Long,New aircraft,9500,16.24
Vistara,02-08-2022,8,August,Tuesday,No,Bhubaneswar,Hyderabad,BHU-GUW-JAI-RAI-HYD,BHU,GUW,JAI,RAI,3 stops,05:39,00:16,11h 45min,705,Domestic_Long,Red-eye flight,8053,11.42
AirAsia India,16-08-2019,8,August,Friday,No,Raipur,Bhubaneswar,RAI-BHU,RAI,BHU,,,non-stop,03:28,19:42,11h 30min,690,Domestic_Long,1 Long layover,6176,8.95
IndiGo,18-12-2022,12,December,Sunday,No,Lucknow,Patna,LUC-AHM-PAT,LUC,AHM,PAT,,1 stop,16:48,06:34,11h 45min,705,Domestic_Long,1 Long layover,6964,9.88
Alliance Air,01-08-2023,8,August,Tuesday,Yes,Chennai,Pune,CHE-IND-MUM-PUN,CHE,IND,MUM,PUN,2 stops,00:28,05:29,7h 15min,435,Domestic_Long,WiFi available,15011,34.51
TruJet,10-04-2021,4,April,Saturday,Yes,Surat,Lucknow,SUR-PUN-IND-LUC,SUR,PUN,IND,LUC,2 stops,12:41,07:49,11h 30min,690,Domestic_Long,In-flight meal not included,11898,17.24
GoAir,13-07-2022,7,July,Wednesday,No,Delhi,Indore,DEL-LUC-COC-IND,DEL,LUC,COC,IND,2 stops,16:35,22:20,5h 0min,300,Domestic_Long,Red-eye flight,6623,22.08
GoAir,23-09-2024,9,September,Monday,No,Delhi,Jaipur,DEL-KOL-JAI,DEL,KOL,JAI,,1 stop,13:48,05:12,1h 15min,75,Domestic_Short,In-flight meal not included,4436,59.15
Akasa Air,24-02-2023,2,February,Friday,No,Bhubaneswar,Varanasi,BHU-LUC-CHE-SUR-VAR,BHU,LUC,CHE,SUR,3 stops,18:53,00:27,2h 15min,135,Domestic_Long,No info,7553,55.95
Alliance Air,10-03-2020,3,March,Tuesday,No,Varanasi,Mumbai,VAR-BHU-BAN-COC-MUM,VAR,BHU,BAN,COC,3 stops,01:33,22:43,8h 0min,480,Domestic_Long,No info,14343,29.88
SpiceJet,01-03-2025,3,March,Saturday,No,Surat,Delhi,SUR-BHU-KOL-HYD-DEL,SUR,BHU,KOL,HYD,3 stops,13:49,18:49,8h 0min,480,Domestic_Long,Limited seats,13874,28.9
Akasa Air,17-08-2019,8,August,Saturday,Yes,Mumbai,Delhi,MUM-IND-GOA-DEL,MUM,IND,GOA,DEL,2 stops,09:37,14:00,7h 45min,465,Domestic_Long,WiFi available,10937,23.52
Air India,27-12-2023,12,December,Wednesday,Yes,Kolkata,Hyderabad,KOL-MUM-HYD,KOL,MUM,HYD,,1 stop,01:55,10:52,3h 30min,210,Domestic_Long,1 Long layover,7979,38
SpiceJet,14-12-2024,12,December,Saturday,No,Indore,Goa,IND-DEL-BAN-PUN-GOA,IND,DEL,BAN,PUN,3 stops,20:34,21:55,14h 0min,840,Domestic_Long,In-flight meal not included,8321,9.91
Alliance Air,22-04-2023,4,April,Saturday,No,Cochin,Lucknow,COC-BAN-MUM-LUC,COC,BAN,MUM,LUC,2 stops,06:12,20:08,9h 15min,555,Domestic_Long,In-flight meal not included,14035,25.29
Star Air,14-04-2022,4,April,Thursday,No,Jaipur,Nagpur,JAI-KOL-AHM-VAR-NAG,JAI,KOL,AHM,VAR,3 stops,15:40,04:20,4h 0min,240,Domestic_Long,Business class available,12921,53.84
AirAsia India,22-08-2023,8,August,Tuesday,No,Raipur,Goa,RAI-LUC-KOL-GOA,RAI,LUC,KOL,GOA,2 stops,16:03,13:51,9h 0min,540,Domestic_Long,Extra baggage allowed,6216,11.51
TruJet,24-03-2022,3,March,Thursday,No,Hyderabad,Jaipur,HYD-CHE-PAT-GOA-JAI,HYD,CHE,PAT,GOA,3 stops,01:24,05:27,15h 0min,900,Domestic_Long,1 Long layover,17177,19.09
IndiGo,19-10-2025,10,October,Sunday,Yes,Pune,Bhubaneswar,PUN-GUW-IND-BHU,PUN,GUW,IND,BHU,2 stops,19:42,05:43,11h 15min,675,Domestic_Long,Limited seats,5361,7.94
TruJet,16-10-2023,10,October,Monday,Yes,Hyderabad,Pune,HYD-CHE-PUN,HYD,CHE,PUN,,1 stop,01:23,04:18,9h 30min,570,Domestic_Long,New aircraft,11144,19.55
IndiGo,24-12-2021,12,December,Friday,No,Hyderabad,Bhubaneswar,HYD-BHU,HYD,BHU,,,non-stop,21:38,21:29,4h 15min,255,Domestic_Long,No info,10371,40.67
Air India,01-01-2021,1,January,Friday,No,Varanasi,Chennai,VAR-CHE,VAR,CHE,,,non-stop,04:28,11:39,5h 15min,315,Domestic_Long,Red-eye flight,4297,13.64
TruJet,21-09-2021,9,September,Tuesday,No,Raipur,Ahmedabad,RAI-LUC-DEL-SUR-AHM,RAI,LUC,DEL,SUR,3 stops,13:08,12:39,8h 45min,525,Domestic_Long,In-flight meal not included,15597,29.71
